estado,num_muestra,corte,candidato,LI,LS
COAH,52,50,CAND_1,38.77,41.56
COAH,52,50,CAND_2,1.49,1.96
COAH,52,50,CAND_3,1.5,1.91
COAH,52,50,CAND_4,11.47,12.76
COAH,52,50,CAND_5,7,8.14
COAH,52,50,OTROS,1.69,1.95
COAH,52,50,PART,55.8,57.5
COAH,53,50,CAND_0,34.01,36.62
COAH,53,50,CAND_1,38.09,40.95
COAH,53,50,CAND_2,1.34,1.95
COAH,53,50,CAND_3,1.44,1.77
COAH,53,50,CAND_4,11.25,12.58
COAH,53,50,CAND_5,7.57,8.94
COAH,53,50,OTROS,1.62,1.87
COAH,53,50,PART,56.55,58.17
COAH,54,50,CAND_0,36.56,38.81
COAH,54,50,CAND_1,34.57,37.07
COAH,54,50,CAND_2,1.31,1.68
COAH,54,50,CAND_3,1.38,1.6
COAH,54,50,CAND_4,11.89,12.98
COAH,54,50,CAND_5,8.64,9.97
COAH,54,50,OTROS,1.64,1.9
COAH,54,50,PART,56.66,58.3
COAH,55,50,CAND_0,33.65,36.35
COAH,55,50,CAND_1,38.58,41.67
COAH,55,50,CAND_2,1.35,1.81
COAH,55,50,CAND_3,1.41,1.7
COAH,55,50,CAND_4,11.44,12.73
COAH,55,50,CAND_5,7.22,8.55
COAH,55,50,OTROS,1.64,1.9
COAH,55,50,PART,56.84,58.4
COAH,56,50,CAND_0,36.87,39.94
COAH,56,50,CAND_1,33.39,36.68
COAH,56,50,CAND_2,1.47,1.95
COAH,56,50,CAND_3,1.41,1.69
COAH,56,50,CAND_4,12.35,13.62
COAH,56,50,CAND_5,7.92,9.32
COAH,56,50,OTROS,1.57,1.81
COAH,56,50,PART,56.28,58.43
COAH,57,50,CAND_0,33.75,36.38
COAH,57,50,CAND_1,37.33,40.24
COAH,57,50,CAND_2,1.45,2.09
COAH,57,50,CAND_3,1.45,1.74
COAH,57,50,CAND_4,12.02,13.16
COAH,57,50,CAND_5,7.8,9.21
COAH,57,50,OTROS,1.58,1.81
COAH,57,50,PART,56.37,58.11
COAH,58,50,CAND_0,34.43,37.41
COAH,58,50,CAND_1,37.5,40.8
COAH,58,50,CAND_2,1.41,1.79
COAH,58,50,CAND_3,1.35,1.71
COAH,58,50,CAND_4,10.68,11.81
COAH,58,50,CAND_5,8.09,9.47
COAH,58,50,OTROS,1.65,1.9
COAH,58,50,PART,57.05,58.91
COAH,59,50,CAND_0,33.68,36.03
COAH,59,50,CAND_1,38.26,41.06
COAH,59,50,CAND_2,1.56,2.12
COAH,59,50,CAND_3,1.45,1.73
COAH,59,50,CAND_4,11.27,12.5
COAH,59,50,CAND_5,7.64,9.17
COAH,59,50,OTROS,1.65,1.89
COAH,59,50,PART,56.35,58
COAH,60,50,CAND_0,34.04,36.77
COAH,60,50,CAND_1,37.48,40.63
COAH,60,50,CAND_2,1.45,1.85
COAH,60,50,CAND_3,1.4,1.69
COAH,60,50,CAND_4,11.05,12.36
COAH,60,50,CAND_5,8.2,9.68
COAH,60,50,OTROS,1.55,1.84
COAH,60,50,PART,56.84,58.82
COAH,61,50,CAND_0,35.2,38
COAH,61,50,CAND_1,35.91,39.08
COAH,61,50,CAND_2,1.74,2.41
COAH,61,50,CAND_3,1.28,1.52
COAH,61,50,CAND_4,11.17,12.47
COAH,61,50,CAND_5,8.14,9.83
COAH,61,50,OTROS,1.49,1.76
COAH,61,50,PART,57.22,59.26
COAH,62,50,CAND_0,35.75,38.57
COAH,62,50,CAND_1,35.12,38.07
COAH,62,50,CAND_2,1.46,1.91
COAH,62,50,CAND_3,1.37,1.63
COAH,62,50,CAND_4,11.64,12.78
COAH,62,50,CAND_5,8.35,9.82
COAH,62,50,OTROS,1.62,1.9
COAH,62,50,PART,56.77,58.45
COAH,63,50,CAND_0,32.4,35.14
COAH,63,50,CAND_1,40.02,43.05
COAH,63,50,CAND_2,1.34,1.73
COAH,63,50,CAND_3,1.34,1.65
COAH,63,50,CAND_4,10.95,12.23
